,idcase,alt_id,choice,depvar,income,agehed,rooms,region,installation_costs,operating_costs
1109,222,5,0,ec,5,50,5,ncostl,1264.0,222.54
1110,223,1,1,gc,7,60,7,valley,866.98,199.47
1111,223,2,0,gc,7,60,7,valley,1088.5,172.27
1112,223,3,0,gc,7,60,7,valley,893.4,559.43
1113,223,4,0,gc,7,60,7,valley,1076.1,460.13
1114,223,5,0,gc,7,60,7,valley,1112.2,221.26
1115,224,1,1,gc,2,50,5,scostl,814.83,162.27
1116,224,2,0,gc,2,50,5,scostl,937.55,157.38
1117,224,3,0,gc,2,50,5,scostl,881.21,595.97
1118,224,4,0,gc,2,50,5,scostl,938.53,445.52
1119,224,5,0,gc,2,50,5,scostl,999.68,229.41
1120,225,1,1,gc,3,65,3,mountn,927.64,156.13
1121,225,2,0,gc,3,65,3,mountn,1024.0,172.82
1122,225,3,0,gc,3,65,3,mountn,819.27,461.21
1123,225,4,0,gc,3,65,3,mountn,1102.4,531.35
1124,225,5,0,gc,3,65,3,mountn,1191.5,247.93
1125,226,1,1,gc,7,45,6,scostl,799.5,176.83
1126,226,2,0,gc,7,45,6,scostl,965.2,153.37
1127,226,3,0,gc,7,45,6,scostl,867.3,533.16
1128,226,4,0,gc,7,45,6,scostl,1048.2,452.02
1129,226,5,0,gc,7,45,6,scostl,987.64,248.85
1130,227,1,1,gc,5,35,5,valley,792.17,151.9
1131,227,2,0,gc,5,35,5,valley,891.63,141.42
1132,227,3,0,gc,5,35,5,valley,866.93,434.66
1133,227,4,0,gc,5,35,5,valley,908.78,449.98
1134,227,5,0,gc,5,35,5,valley,924.6,195.8
1135,228,1,1,gc,3,65,4,ncostl,770.33,152.9
1136,228,2,0,gc,3,65,4,ncostl,918.49,134.9
1137,228,3,0,gc,3,65,4,ncostl,838.84,504.09
1138,228,4,0,gc,3,65,4,ncostl,967.88,437.24
1139,228,5,0,gc,3,65,4,ncostl,988.41,222.03
1140,229,1,1,gc,5,30,3,scostl,923.22,203.16
1141,229,2,0,gc,5,30,3,scostl,1113.9,195.48
1142,229,3,0,gc,5,30,3,scostl,845.99,611.96
1143,229,4,0,gc,5,30,3,scostl,1133.0,529.61
1144,229,5,0,gc,5,30,3,scostl,1267.9,255.21
1145,230,1,0,er,7,55,5,mountn,877.72,176.43
1146,230,2,0,er,7,55,5,mountn,1012.0,172.99
1147,230,3,0,er,7,55,5,mountn,747.24,529.54
1148,230,4,1,er,7,55,5,mountn,960.07,437.9
1149,230,5,0,er,7,55,5,mountn,1126.7,216.35
1150,231,1,1,gc,4,55,2,mountn,710.54,147.07
1151,231,2,0,gc,4,55,2,mountn,829.03,139.78
1152,231,3,0,gc,4,55,2,mountn,611.82,377.69
1153,231,4,0,gc,4,55,2,mountn,900.03,274.67
1154,231,5,0,gc,4,55,2,mountn,806.29,169.98
1155,232,1,1,gc,5,50,7,ncostl,712.01,162.72
1156,232,2,0,gc,5,50,7,ncostl,928.77,157.26
1157,232,3,0,gc,5,50,7,ncostl,772.32,397.17
1158,232,4,0,gc,5,50,7,ncostl,672.55,397.71
1159,232,5,0,gc,5,50,7,ncostl,954.25,232.87
1160,233,1,1,gc,2,55,7,scostl,910.68,218.36
1161,233,2,0,gc,2,55,7,scostl,916.21,174.83
1162,233,3,0,gc,2,55,7,scostl,970.3,543.32
1163,233,4,0,gc,2,55,7,scostl,1098.1,463.74
1164,233,5,0,gc,2,55,7,scostl,1117.8,251.39
1165,234,1,1,gc,7,60,3,valley,829.19,169.75
1166,234,2,0,gc,7,60,3,valley,915.0,171.73
1167,234,3,0,gc,7,60,3,valley,950.57,503.89
1168,234,4,0,gc,7,60,3,valley,1134.3,447.69
1169,234,5,0,gc,7,60,3,valley,1074.5,211.28
1170,235,1,1,gc,7,50,2,scostl,894.18,166.23
1171,235,2,0,gc,7,50,2,scostl,955.61,145.29
1172,235,3,0,gc,7,50,2,scostl,791.73,474.16
1173,235,4,0,gc,7,50,2,scostl,980.81,471.14
1174,235,5,0,gc,7,50,2,scostl,1075.1,224.11
1175,236,1,0,gr,3,30,3,scostl,788.5,160.02
1176,236,2,1,gr,3,30,3,scostl,910.04,133.4
1177,236,3,0,gr,3,30,3,scostl,749.7,361.47
1178,236,4,0,gr,3,30,3,scostl,929.75,421.42
1179,236,5,0,gr,3,30,3,scostl,1083.2,221.4
1180,237,1,1,gc,6,55,6,scostl,728.18,167.45
1181,237,2,0,gc,6,55,6,scostl,695.28,149.34
1182,237,3,0,gc,6,55,6,scostl,833.31,407.64
1183,237,4,0,gc,6,55,6,scostl,904.6,357.75
1184,237,5,0,gc,6,55,6,scostl,865.39,199.03
1185,238,1,0,ec,5,60,2,valley,690.79,156.5
1186,238,2,0,ec,5,60,2,valley,721.42,130.26
1187,238,3,1,ec,5,60,2,valley,671.99,427.74
1188,238,4,0,ec,5,60,2,valley,777.71,320.46
1189,238,5,0,ec,5,60,2,valley,770.33,170.43
1190,239,1,1,gc,4,30,5,ncostl,805.87,176.89
1191,239,2,0,gc,4,30,5,ncostl,847.48,156.63
1192,239,3,0,gc,4,30,5,ncostl,997.63,568.85
1193,239,4,0,gc,4,30,5,ncostl,1173.4,490.72
1194,239,5,0,gc,4,30,5,ncostl,959.95,203.23
1195,240,1,1,gc,3,60,5,scostl,824.04,171.42
1196,240,2,0,gc,3,60,5,scostl,928.98,148.75
1197,240,3,0,gc,3,60,5,scostl,800.93,489.61
1198,240,4,0,gc,3,60,5,scostl,1052.8,406.71
1199,240,5,0,gc,3,60,5,scostl,1028.7,249.91
1200,241,1,1,gc,4,30,7,ncostl,838.86,173.65
1201,241,2,0,gc,4,30,7,ncostl,890.02,172.39
1202,241,3,0,gc,4,30,7,ncostl,935.84,517.02
1203,241,4,0,gc,4,30,7,ncostl,1013.5,436.58
1204,241,5,0,gc,4,30,7,ncostl,1148.1,239.41
1205,242,1,1,gc,5,60,6,valley,734.11,160.17
1206,242,2,0,gc,5,60,6,valley,828.67,149.27
1207,242,3,0,gc,5,60,6,valley,855.05,428.0
1208,242,4,0,gc,5,60,6,valley,813.19,375.64
1209,242,5,0,gc,5,60,6,valley,961.38,201.14
1210,243,1,1,gc,7,50,4,scostl,978.23,192.98
1211,243,2,0,gc,7,50,4,scostl,1244.5,188.67
1212,243,3,0,gc,7,50,4,scostl,1077.2,568.57
1213,243,4,0,gc,7,50,4,scostl,1271.3,462.07
1214,243,5,0,gc,7,50,4,scostl,1183.9,263.15
1215,244,1,0,gr,3,50,6,scostl,650.74,165.97
1216,244,2,1,gr,3,50,6,scostl,941.36,158.0
1217,244,3,0,gr,3,50,6,scostl,859.88,435.38
1218,244,4,0,gr,3,50,6,scostl,1042.4,395.07
1219,244,5,0,gr,3,50,6,scostl,933.15,231.18
1220,245,1,1,gc,4,20,6,ncostl,787.95,167.34
1221,245,2,0,gc,4,20,6,ncostl,838.1,145.63
1222,245,3,0,gc,4,20,6,ncostl,696.95,514.55
1223,245,4,0,gc,4,20,6,ncostl,1005.5,342.4
1224,245,5,0,gc,4,20,6,ncostl,944.22,229.64
1225,246,1,1,gc,7,45,4,ncostl,720.02,178.24
1226,246,2,0,gc,7,45,4,ncostl,833.69,152.15
1227,246,3,0,gc,7,45,4,ncostl,792.32,468.84
1228,246,4,0,gc,7,45,4,ncostl,928.82,377.26
1229,246,5,0,gc,7,45,4,ncostl,1024.3,215.44
1230,247,1,0,gr,5,65,2,scostl,874.22,188.0
1231,247,2,1,gr,5,65,2,scostl,967.58,173.56
1232,247,3,0,gr,5,65,2,scostl,928.84,542.68
1233,247,4,0,gr,5,65,2,scostl,1138.0,447.52
1234,247,5,0,gr,5,65,2,scostl,1208.1,228.48
1235,248,1,1,gc,5,20,2,ncostl,542.23,116.0
1236,248,2,0,gc,5,20,2,ncostl,705.08,110.32
1237,248,3,0,gc,5,20,2,ncostl,548.36,328.48
1238,248,4,0,gc,5,20,2,ncostl,810.67,351.53
1239,248,5,0,gc,5,20,2,ncostl,826.06,148.94
1240,249,1,0,er,3,30,3,scostl,731.08,175.24
1241,249,2,0,er,3,30,3,scostl,947.41,145.13
1242,249,3,0,er,3,30,3,scostl,820.16,447.49
1243,249,4,1,er,3,30,3,scostl,969.93,484.12
1244,249,5,0,er,3,30,3,scostl,958.49,241.28
1245,250,1,0,ec,3,65,6,ncostl,600.29,142.42
1246,250,2,0,ec,3,65,6,ncostl,772.63,137.13
1247,250,3,1,ec,3,65,6,ncostl,721.26,401.92
1248,250,4,0,ec,3,65,6,ncostl,920.99,366.3
1249,250,5,0,ec,3,65,6,ncostl,956.48,178.5
1250,251,1,0,ec,4,50,4,mountn,720.23,161.83
1251,251,2,0,ec,4,50,4,mountn,781.31,168.47
1252,251,3,1,ec,4,50,4,mountn,744.33,443.21
1253,251,4,0,ec,4,50,4,mountn,973.68,332.49
1254,251,5,0,ec,4,50,4,mountn,825.02,212.46
1255,252,1,0,hp,3,20,7,scostl,736.05,142.2
1256,252,2,0,hp,3,20,7,scostl,800.06,151.61
1257,252,3,0,hp,3,20,7,scostl,831.1,413.13
1258,252,4,0,hp,3,20,7,scostl,905.93,365.69
1259,252,5,1,hp,3,20,7,scostl,758.72,202.9
1260,253,1,1,gc,2,60,7,ncostl,681.14,154.02
1261,253,2,0,gc,2,60,7,ncostl,860.54,136.94
1262,253,3,0,gc,2,60,7,ncostl,662.38,400.81
1263,253,4,0,gc,2,60,7,ncostl,1012.2,364.89
1264,253,5,0,gc,2,60,7,ncostl,962.58,194.08
1265,254,1,1,gc,5,30,4,mountn,646.85,170.7
1266,254,2,0,gc,5,30,4,mountn,829.19,143.79
1267,254,3,0,gc,5,30,4,mountn,741.66,484.88
1268,254,4,0,gc,5,30,4,mountn,834.06,396.63
1269,254,5,0,gc,5,30,4,mountn,1016.3,225.24
1270,255,1,1,gc,2,60,2,scostl,933.56,194.26
1271,255,2,0,gc,2,60,2,scostl,991.03,169.65
1272,255,3,0,gc,2,60,2,scostl,898.63,507.36
1273,255,4,0,gc,2,60,2,scostl,1263.8,500.19
1274,255,5,0,gc,2,60,2,scostl,1093.8,224.2
1275,256,1,1,gc,6,40,7,valley,871.6,175.22
1276,256,2,0,gc,6,40,7,valley,804.32,160.3
1277,256,3,0,gc,6,40,7,valley,813.86,487.66
1278,256,4,0,gc,6,40,7,valley,1014.2,425.83
1279,256,5,0,gc,6,40,7,valley,889.44,228.88
1280,257,1,1,gc,2,65,7,ncostl,884.58,199.41
1281,257,2,0,gc,2,65,7,ncostl,1074.8,186.66
1282,257,3,0,gc,2,65,7,ncostl,981.34,535.16
1283,257,4,0,gc,2,65,7,ncostl,1204.1,509.91
1284,257,5,0,gc,2,65,7,ncostl,1369.4,232.76
1285,258,1,0,er,2,60,4,valley,630.79,141.15
1286,258,2,0,er,2,60,4,valley,823.18,153.87
1287,258,3,0,er,2,60,4,valley,640.26,423.95
1288,258,4,1,er,2,60,4,valley,831.63,333.72
1289,258,5,0,er,2,60,4,valley,853.47,165.36
1290,259,1,1,gc,7,35,2,ncostl,732.12,159.63
1291,259,2,0,gc,7,35,2,ncostl,948.08,143.01
1292,259,3,0,gc,7,35,2,ncostl,813.66,451.7
1293,259,4,0,gc,7,35,2,ncostl,988.02,434.16
1294,259,5,0,gc,7,35,2,ncostl,997.33,225.52
1295,260,1,0,gr,6,25,2,scostl,517.94,115.24
1296,260,2,1,gr,6,25,2,scostl,672.57,96.281
1297,260,3,0,gr,6,25,2,scostl,547.49,379.72
1298,260,4,0,gr,6,25,2,scostl,658.38,324.11
1299,260,5,0,gr,6,25,2,scostl,761.02,131.52
1300,261,1,0,gr,7,20,7,scostl,750.95,170.01
1301,261,2,1,gr,7,20,7,scostl,835.25,153.96
1302,261,3,0,gr,7,20,7,scostl,695.15,405.56
1303,261,4,0,gr,7,20,7,scostl,836.76,398.01
1304,261,5,0,gr,7,20,7,scostl,906.18,177.48
1305,262,1,0,gr,2,65,4,scostl,676.59,157.46
1306,262,2,1,gr,2,65,4,scostl,676.19,109.57
1307,262,3,0,gr,2,65,4,scostl,713.75,414.15
1308,262,4,0,gr,2,65,4,scostl,966.32,404.63
1309,262,5,0,gr,2,65,4,scostl,864.39,177.2
1310,263,1,1,gc,6,60,6,ncostl,745.2,182.72
1311,263,2,0,gc,6,60,6,ncostl,904.73,154.08
1312,263,3,0,gc,6,60,6,ncostl,905.57,509.0
1313,263,4,0,gc,6,60,6,ncostl,870.51,414.15
1314,263,5,0,gc,6,60,6,ncostl,1149.3,239.24
1315,264,1,1,gc,2,50,3,ncostl,698.35,156.94
1316,264,2,0,gc,2,50,3,ncostl,820.15,145.79
1317,264,3,0,gc,2,50,3,ncostl,726.0,445.24
1318,264,4,0,gc,2,50,3,ncostl,802.66,334.26
1319,264,5,0,gc,2,50,3,ncostl,796.82,196.51
1320,265,1,1,gc,7,30,6,scostl,837.62,185.79
1321,265,2,0,gc,7,30,6,scostl,889.34,161.61
1322,265,3,0,gc,7,30,6,scostl,974.93,498.3
1323,265,4,0,gc,7,30,6,scostl,1134.5,459.8
1324,265,5,0,gc,7,30,6,scostl,1089.8,253.07
1325,266,1,0,gr,5,60,4,valley,698.01,194.93
1326,266,2,1,gr,5,60,4,valley,929.45,149.49
1327,266,3,0,gr,5,60,4,valley,764.99,455.82
1328,266,4,0,gr,5,60,4,valley,1029.0,438.16
1329,266,5,0,gr,5,60,4,valley,1109.9,207.92
1330,267,1,1,gc,2,40,3,ncostl,862.79,172.52
1331,267,2,0,gc,2,40,3,ncostl,1044.7,155.93
1332,267,3,0,gc,2,40,3,ncostl,781.97,473.85
1333,267,4,0,gc,2,40,3,ncostl,1042.9,434.07
1334,267,5,0,gc,2,40,3,ncostl,936.76,226.74
1335,268,1,1,gc,5,30,2,valley,752.24,166.1
1336,268,2,0,gc,5,30,2,valley,1034.6,156.78
1337,268,3,0,gc,5,30,2,valley,833.92,456.8
1338,268,4,0,gc,5,30,2,valley,1070.6,393.92
1339,268,5,0,gc,5,30,2,valley,1072.2,232.22
1340,269,1,1,gc,4,65,2,valley,701.71,205.55
1341,269,2,0,gc,4,65,2,valley,984.66,150.11
1342,269,3,0,gc,4,65,2,valley,760.21,470.87
1343,269,4,0,gc,4,65,2,valley,1062.3,425.45
1344,269,5,0,gc,4,65,2,valley,963.61,225.3
1345,270,1,1,gc,5,25,6,ncostl,889.35,192.31
1346,270,2,0,gc,5,25,6,ncostl,1107.0,157.67
1347,270,3,0,gc,5,25,6,ncostl,930.12,535.12
1348,270,4,0,gc,5,25,6,ncostl,823.09,393.81
1349,270,5,0,gc,5,25,6,ncostl,1204.7,257.38
1350,271,1,1,gc,4,65,7,scostl,790.05,183.06
1351,271,2,0,gc,4,65,7,scostl,982.79,150.84
1352,271,3,0,gc,4,65,7,scostl,690.81,453.45
1353,271,4,0,gc,4,65,7,scostl,867.46,438.26
1354,271,5,0,gc,4,65,7,scostl,1126.5,208.9
1355,272,1,1,gc,2,40,5,scostl,647.77,155.07
1356,272,2,0,gc,2,40,5,scostl,863.71,128.38
1357,272,3,0,gc,2,40,5,scostl,743.53,447.32
1358,272,4,0,gc,2,40,5,scostl,886.04,366.82
1359,272,5,0,gc,2,40,5,scostl,1136.7,199.06
1360,273,1,0,gr,6,65,3,scostl,666.04,147.5
1361,273,2,1,gr,6,65,3,scostl,784.55,150.05
1362,273,3,0,gr,6,65,3,scostl,746.07,360.22
1363,273,4,0,gr,6,65,3,scostl,838.46,333.12
1364,273,5,0,gr,6,65,3,scostl,1025.8,172.87
1365,274,1,1,gc,5,30,6,scostl,760.58,162.6
1366,274,2,0,gc,5,30,6,scostl,932.89,152.1
1367,274,3,0,gc,5,30,6,scostl,765.49,451.82
1368,274,4,0,gc,5,30,6,scostl,988.72,440.08
1369,274,5,0,gc,5,30,6,scostl,953.73,232.28
1370,275,1,1,gc,6,60,6,scostl,517.82,137.61
1371,275,2,0,gc,6,60,6,scostl,601.96,97.743
1372,275,3,0,gc,6,60,6,scostl,568.02,415.48
1373,275,4,0,gc,6,60,6,scostl,834.82,318.78
1374,275,5,0,gc,6,60,6,scostl,916.08,176.03
1375,276,1,1,gc,4,35,2,valley,915.06,191.89
1376,276,2,0,gc,4,35,2,valley,944.35,172.73
1377,276,3,0,gc,4,35,2,valley,818.47,511.62
1378,276,4,0,gc,4,35,2,valley,1171.4,524.37
1379,276,5,0,gc,4,35,2,valley,1209.4,231.36
1380,277,1,1,gc,3,20,3,valley,638.85,145.74
1381,277,2,0,gc,3,20,3,valley,737.19,144.98
1382,277,3,0,gc,3,20,3,valley,733.77,458.83
1383,277,4,0,gc,3,20,3,valley,909.1,367.78
1384,277,5,0,gc,3,20,3,valley,927.11,182.82
1385,278,1,1,gc,6,60,6,valley,820.44,162.52
1386,278,2,0,gc,6,60,6,valley,1049.9,166.11
1387,278,3,0,gc,6,60,6,valley,759.85,430.39
1388,278,4,0,gc,6,60,6,valley,983.98,421.26
1389,278,5,0,gc,6,60,6,valley,1258.0,245.45
1390,279,1,0,gr,4,25,5,scostl,793.75,181.52
1391,279,2,1,gr,4,25,5,scostl,921.46,158.98
1392,279,3,0,gr,4,25,5,scostl,834.63,491.21
1393,279,4,0,gr,4,25,5,scostl,1112.3,488.44
1394,279,5,0,gr,4,25,5,scostl,1025.3,203.96
1395,280,1,1,gc,4,35,2,ncostl,577.96,111.94
1396,280,2,0,gc,4,35,2,ncostl,669.89,85.215
1397,280,3,0,gc,4,35,2,ncostl,503.2,276.45
1398,280,4,0,gc,4,35,2,ncostl,592.88,294.0
1399,280,5,0,gc,4,35,2,ncostl,724.34,189.59
1400,281,1,1,gc,6,60,4,ncostl,915.75,199.82
1401,281,2,0,gc,6,60,4,ncostl,1128.4,192.98
1402,281,3,0,gc,6,60,4,ncostl,830.13,594.3
1403,281,4,0,gc,6,60,4,ncostl,1156.8,490.7
1404,281,5,0,gc,6,60,4,ncostl,1355.9,251.94
1405,282,1,1,gc,5,50,4,scostl,703.58,165.27
1406,282,2,0,gc,5,50,4,scostl,976.0,168.2
1407,282,3,0,gc,5,50,4,scostl,890.08,487.47
1408,282,4,0,gc,5,50,4,scostl,1077.9,432.31
1409,282,5,0,gc,5,50,4,scostl,1182.3,222.52
1410,283,1,0,hp,2,40,3,ncostl,973.44,162.24
1411,283,2,0,hp,2,40,3,ncostl,854.95,179.01
1412,283,3,0,hp,2,40,3,ncostl,801.76,506.17
1413,283,4,0,hp,2,40,3,ncostl,1022.7,490.01
1414,283,5,1,hp,2,40,3,ncostl,1201.4,287.52
1415,284,1,0,ec,3,45,3,mountn,574.09,122.2
1416,284,2,0,ec,3,45,3,mountn,574.94,109.76
1417,284,3,1,ec,3,45,3,mountn,469.61,347.75
1418,284,4,0,ec,3,45,3,mountn,757.71,266.92
1419,284,5,0,ec,3,45,3,mountn,853.3,168.98
1420,285,1,1,gc,4,60,6,scostl,953.99,234.04
1421,285,2,0,gc,4,60,6,scostl,1171.5,203.68
1422,285,3,0,gc,4,60,6,scostl,871.74,631.83
1423,285,4,0,gc,4,60,6,scostl,1032.0,459.84
1424,285,5,0,gc,4,60,6,scostl,1315.8,274.88
1425,286,1,0,er,7,25,7,mountn,709.93,192.39
1426,286,2,0,er,7,25,7,mountn,904.05,136.86
1427,286,3,0,er,7,25,7,mountn,735.84,445.16
1428,286,4,1,er,7,25,7,mountn,945.8,440.28
1429,286,5,0,er,7,25,7,mountn,964.59,222.09
1430,287,1,0,gr,4,60,7,scostl,752.96,181.68
1431,287,2,1,gr,4,60,7,scostl,953.48,142.73
1432,287,3,0,gr,4,60,7,scostl,707.68,442.37
1433,287,4,0,gr,4,60,7,scostl,921.81,411.69
1434,287,5,0,gr,4,60,7,scostl,1038.5,235.72
1435,288,1,0,er,5,25,6,scostl,771.37,161.92
1436,288,2,0,er,5,25,6,scostl,810.06,156.55
1437,288,3,0,er,5,25,6,scostl,805.33,498.77
1438,288,4,1,er,5,25,6,scostl,937.27,376.04
1439,288,5,0,er,5,25,6,scostl,1038.9,237.6
1440,289,1,1,gc,7,60,7,scostl,846.21,167.54
1441,289,2,0,gc,7,60,7,scostl,1030.3,146.89
1442,289,3,0,gc,7,60,7,scostl,728.83,523.68
1443,289,4,0,gc,7,60,7,scostl,907.28,479.98
1444,289,5,0,gc,7,60,7,scostl,989.24,207.13
1445,290,1,0,gr,6,40,7,valley,806.19,189.63
1446,290,2,1,gr,6,40,7,valley,903.01,135.41
1447,290,3,0,gr,6,40,7,valley,759.33,474.95
1448,290,4,0,gr,6,40,7,valley,882.35,454.78
1449,290,5,0,gr,6,40,7,valley,928.98,220.0
1450,291,1,1,gc,2,20,3,scostl,1060.7,226.07
1451,291,2,0,gc,2,20,3,scostl,1286.2,194.13
1452,291,3,0,gc,2,20,3,scostl,1121.5,577.34
1453,291,4,0,gc,2,20,3,scostl,1163.3,545.45
1454,291,5,0,gc,2,20,3,scostl,1399.5,255.74
1455,292,1,0,gr,5,30,7,scostl,618.22,133.69
1456,292,2,1,gr,5,30,7,scostl,599.51,118.88
1457,292,3,0,gr,5,30,7,scostl,553.67,334.79
1458,292,4,0,gr,5,30,7,scostl,649.32,371.59
1459,292,5,0,gr,5,30,7,scostl,645.18,187.33
1460,293,1,0,ec,4,60,5,valley,880.03,226.76
1461,293,2,0,ec,4,60,5,valley,1099.6,166.87
1462,293,3,1,ec,4,60,5,valley,972.53,571.36
1463,293,4,0,ec,4,60,5,valley,1048.1,514.03
1464,293,5,0,ec,4,60,5,valley,1238.4,276.89
1465,294,1,0,ec,6,40,6,ncostl,833.18,216.1
1466,294,2,0,ec,6,40,6,ncostl,1033.7,160.9
1467,294,3,1,ec,6,40,6,ncostl,1013.3,517.78
1468,294,4,0,ec,6,40,6,ncostl,1133.3,464.22
1469,294,5,0,ec,6,40,6,ncostl,972.81,205.1
1470,295,1,0,hp,6,55,6,valley,594.71,144.9
1471,295,2,0,hp,6,55,6,valley,737.9,119.62
1472,295,3,0,hp,6,55,6,valley,659.64,289.07
1473,295,4,0,hp,6,55,6,valley,810.42,268.86
1474,295,5,1,hp,6,55,6,valley,765.11,136.46
1475,296,1,1,gc,5,25,6,valley,989.79,235.97
1476,296,2,0,gc,5,25,6,valley,1121.8,177.48
1477,296,3,0,gc,5,25,6,valley,950.06,592.32
1478,296,4,0,gc,5,25,6,valley,1162.1,575.35
1479,296,5,0,gc,5,25,6,valley,1432.6,270.85
1480,297,1,1,gc,4,40,5,ncostl,1158.9,240.52
1481,297,2,0,gc,4,40,5,ncostl,1344.0,227.92
1482,297,3,0,gc,4,40,5,ncostl,1172.2,668.92
1483,297,4,0,gc,4,40,5,ncostl,1378.5,607.31
1484,297,5,0,gc,4,40,5,ncostl,1679.8,318.07
1485,298,1,1,gc,5,55,7,mountn,666.75,197.29
1486,298,2,0,gc,5,55,7,mountn,752.06,162.11
1487,298,3,0,gc,5,55,7,mountn,908.33,512.51
1488,298,4,0,gc,5,55,7,mountn,1001.5,396.63
1489,298,5,0,gc,5,55,7,mountn,922.44,194.56
1490,299,1,1,gc,6,25,6,scostl,766.12,151.52
1491,299,2,0,gc,6,25,6,scostl,963.26,149.69
1492,299,3,0,gc,6,25,6,scostl,805.29,555.26
1493,299,4,0,gc,6,25,6,scostl,904.49,421.67
1494,299,5,0,gc,6,25,6,scostl,1112.0,201.53
1495,300,1,1,gc,2,40,5,scostl,766.58,161.43
1496,300,2,0,gc,2,40,5,scostl,850.07,131.03
1497,300,3,0,gc,2,40,5,scostl,797.07,464.57
1498,300,4,0,gc,2,40,5,scostl,938.75,368.04
1499,300,5,0,gc,2,40,5,scostl,1013.3,224.86
1500,301,1,0,ec,7,35,5,mountn,851.39,197.27
1501,301,2,0,ec,7,35,5,mountn,897.55,156.7
1502,301,3,1,ec,7,35,5,mountn,891.78,490.55
1503,301,4,0,ec,7,35,5,mountn,960.32,543.32
1504,301,5,0,ec,7,35,5,mountn,1073.9,228.18
1505,302,1,0,er,6,20,5,ncostl,700.22,165.61
1506,302,2,0,er,6,20,5,ncostl,939.05,141.8
1507,302,3,0,er,6,20,5,ncostl,682.94,452.72
1508,302,4,1,er,6,20,5,ncostl,979.56,363.63
1509,302,5,0,er,6,20,5,ncostl,1009.9,189.29
1510,303,1,1,gc,6,45,3,ncostl,612.73,137.82
1511,303,2,0,gc,6,45,3,ncostl,901.77,133.26
1512,303,3,0,gc,6,45,3,ncostl,609.77,483.0
1513,303,4,0,gc,6,45,3,ncostl,812.85,346.41
1514,303,5,0,gc,6,45,3,ncostl,885.24,198.84
1515,304,1,1,gc,5,20,2,ncostl,678.97,178.72
1516,304,2,0,gc,5,20,2,ncostl,729.76,150.39
1517,304,3,0,gc,5,20,2,ncostl,780.56,502.5
1518,304,4,0,gc,5,20,2,ncostl,945.21,503.45
1519,304,5,0,gc,5,20,2,ncostl,1185.9,243.52
1520,305,1,1,gc,2,20,2,valley,715.15,179.94
1521,305,2,0,gc,2,20,2,valley,1101.8,167.11
1522,305,3,0,gc,2,20,2,valley,884.29,522.42
1523,305,4,0,gc,2,20,2,valley,954.86,432.91
1524,305,5,0,gc,2,20,2,valley,1153.4,238.48
1525,306,1,1,gc,7,65,4,scostl,711.7,149.74
1526,306,2,0,gc,7,65,4,scostl,768.66,143.28
1527,306,3,0,gc,7,65,4,scostl,659.44,459.05
1528,306,4,0,gc,7,65,4,scostl,846.68,398.77
1529,306,5,0,gc,7,65,4,scostl,819.69,156.8
1530,307,1,1,gc,6,55,5,valley,772.1,183.51
1531,307,2,0,gc,6,55,5,valley,944.73,157.86
1532,307,3,0,gc,6,55,5,valley,812.97,517.11
1533,307,4,0,gc,6,55,5,valley,994.08,423.17
1534,307,5,0,gc,6,55,5,valley,1201.5,216.29
1535,308,1,1,gc,5,50,6,mountn,636.67,146.82
1536,308,2,0,gc,5,50,6,mountn,598.09,123.95
1537,308,3,0,gc,5,50,6,mountn,695.57,465.47
1538,308,4,0,gc,5,50,6,mountn,811.78,350.94
1539,308,5,0,gc,5,50,6,mountn,946.63,221.91
1540,309,1,1,gc,3,25,4,scostl,712.52,176.48
1541,309,2,0,gc,3,25,4,scostl,969.92,159.61
1542,309,3,0,gc,3,25,4,scostl,857.28,514.34
1543,309,4,0,gc,3,25,4,scostl,996.7,385.69
1544,309,5,0,gc,3,25,4,scostl,1051.3,190.58
1545,310,1,0,er,7,60,6,scostl,689.45,165.89
1546,310,2,0,er,7,60,6,scostl,841.48,121.55
1547,310,3,0,er,7,60,6,scostl,787.86,373.04
1548,310,4,1,er,7,60,6,scostl,845.19,318.46
1549,310,5,0,er,7,60,6,scostl,795.67,197.27
1550,311,1,0,er,4,45,3,valley,794.09,174.34
1551,311,2,0,er,4,45,3,valley,1155.9,161.43
1552,311,3,0,er,4,45,3,valley,811.48,452.5
1553,311,4,1,er,4,45,3,valley,905.9,447.92
1554,311,5,0,er,4,45,3,valley,1036.1,227.2
1555,312,1,1,gc,4,20,7,valley,550.69,155.56
1556,312,2,0,gc,4,20,7,valley,874.51,146.79
1557,312,3,0,gc,4,20,7,valley,714.12,469.38
1558,312,4,0,gc,4,20,7,valley,836.16,353.51
1559,312,5,0,gc,4,20,7,valley,887.74,184.43
1560,313,1,0,er,7,40,3,scostl,611.85,85.38
1561,313,2,0,er,7,40,3,scostl,631.9,103.37
1562,313,3,0,er,7,40,3,scostl,680.46,316.04
1563,313,4,1,er,7,40,3,scostl,649.59,289.65
1564,313,5,0,er,7,40,3,scostl,873.09,165.46
1565,314,1,0,gr,2,25,7,scostl,523.78,101.13
1566,314,2,1,gr,2,25,7,scostl,659.84,99.106
1567,314,3,0,gr,2,25,7,scostl,582.82,334.84
1568,314,4,0,gr,2,25,7,scostl,650.23,179.95
1569,314,5,0,gr,2,25,7,scostl,547.07,131.39
1570,315,1,0,er,5,20,6,valley,762.69,202.69
