"","personId","disp.sunshine","disp.keebler","disp.nabisco","disp.private","feat.sunshine","feat.keebler","feat.nabisco","feat.private","price.sunshine","price.keebler","price.nabisco","price.private","choice","lastChoice","personChoiceId","choiceId"
"729",33,0,0,0,0,0,0,1,0,0.98000002,1.21,1.1900001,0.69,"private","private",13,729
"730",33,0,0,0,0,0,0,0,0,0.98000002,1.21,1.1900001,0.69,"private","private",14,730
"731",33,0,0,0,0,0,0,0,0,0.98000002,1.1900001,1.29,0.77999997,"nabisco","private",15,731
"732",33,0,0,1,0,0,0,0,0,0.98000002,1.1900001,1.29,0.55000001,"private","nabisco",16,732
"733",33,0,1,0,0,0,0,0,0,0.97000003,0.99000001,1.25,0.60000002,"keebler","private",17,733
"734",33,1,0,1,0,0,0,0,0,0.79000002,1.21,1.09,0.77999997,"sunshine","keebler",18,734
"735",33,0,1,1,0,0,0,0,0,0.88,0.98000002,1.08,0.57999998,"nabisco","sunshine",19,735
"736",33,0,0,0,0,0,0,0,0,0.97000003,1.25,1.25,0.60000002,"nabisco","nabisco",20,736
"737",33,0,0,0,0,0,0,1,0,0.97000003,1.09,1.09,0.60000002,"nabisco","nabisco",21,737
"738",33,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.93000001,"nabisco","nabisco",22,738
"739",33,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.58999997,"private","nabisco",23,739
"740",33,0,0,1,0,0,0,0,0,1.09,1.21,1.29,1.05,"private","private",24,740
"741",33,0,0,0,0,0,0,0,0,1.09,1.21,1.09,0.58999997,"private","private",25,741
"742",33,0,0,0,0,0,0,0,0,1.09,1.21,1.09,0.58999997,"private","private",26,742
"743",33,0,0,1,0,0,0,0,0,1.05,1.25,0.99000001,0.64999998,"nabisco","private",27,743
"744",33,0,0,0,1,0,0,0,0,0.93000001,1.1900001,1,0.63,"nabisco","nabisco",28,744
"745",33,0,1,0,0,0,0,0,0,1.05,1.17,1.29,0.64999998,"nabisco","nabisco",29,745
"746",33,0,1,1,0,0,0,0,0,1.09,1.09,1.29,1.15,"private","nabisco",30,746
"747",33,0,1,0,1,0,0,0,0,0.93000001,1.12,1.1900001,0.63,"nabisco","private",31,747
"748",33,0,0,1,0,0,0,0,0,1.05,1.25,0.99000001,0.58999997,"nabisco","nabisco",32,748
"749",33,0,0,0,0,0,0,0,0,0.94999999,1.25,0.99000001,0.81999999,"nabisco","nabisco",33,749
"750",33,0,0,0,0,0,0,0,0,0.93000001,1.12,1.1900001,0.63999999,"nabisco","nabisco",34,750
"751",33,0,0,0,0,0,0,0,0,1.09,1.16,1.29,0.88999999,"private","nabisco",35,751
"752",33,0,0,0,1,0,0,0,0,0.94999999,1.04,0.99000001,0.79000002,"private","private",36,752
"753",33,0,0,0,1,0,0,0,1,1.24,1.05,0.98000002,0.38,"private","private",37,753
"754",33,0,0,1,1,0,0,0,0,1.29,1.04,1.1799999,0.95999998,"nabisco","private",38,754
"755",34,0,1,0,0,0,0,0,0,0.88999999,0.88999999,1.05,0.64999998,"nabisco","nabisco",1,755
"756",34,0,0,1,1,0,0,0,1,0.88999999,0.99000001,0.88999999,0.5,"nabisco","nabisco",2,756
"757",34,0,0,1,0,0,0,0,0,0.88999999,0.99000001,0.88999999,0.64999998,"nabisco","nabisco",3,757
"758",34,1,0,1,0,0,0,1,0,0.79000002,1.05,0.88999999,0.64999998,"nabisco","nabisco",4,758
"759",34,0,0,1,0,0,0,0,0,0.79000002,1.05,0.88999999,0.64999998,"nabisco","nabisco",5,759
"760",34,0,0,0,0,0,0,0,0,0.79000002,1.02,1.05,0.64999998,"nabisco","nabisco",6,760
"761",34,0,0,0,1,0,0,0,1,0.88999999,1.0700001,1.15,0.5,"private","nabisco",7,761
"762",34,1,1,0,0,0,0,0,0,0.88999999,0.99000001,1.15,0.60000002,"nabisco","private",8,762
"763",34,0,0,1,0,0,0,1,0,0.88999999,1.15,0.99000001,0.60000002,"nabisco","nabisco",9,763
"764",34,0,0,1,0,0,0,0,0,0.88,0.99000001,1.15,0.60000002,"keebler","nabisco",10,764
"765",34,0,0,1,0,0,0,0,0,0.97000003,1.15,0.99000001,0.60000002,"nabisco","keebler",11,765
"766",34,0,0,1,0,0,0,0,0,0.97000003,1.15,0.99000001,0.60000002,"nabisco","nabisco",12,766
"767",34,0,0,0,0,0,0,1,0,0.97000003,1.25,1.09,0.60000002,"nabisco","nabisco",13,767
"768",34,0,1,0,0,0,1,0,0,0.97000003,0.99000001,1.25,0.60000002,"nabisco","nabisco",14,768
"769",34,0,1,0,0,0,0,0,0,0.97000003,1.25,1.09,0.60000002,"nabisco","nabisco",15,769
"770",34,0,0,0,0,0,0,1,0,0.97000003,1.25,1.09,0.60000002,"nabisco","nabisco",16,770
"771",34,0,0,0,0,0,0,0,0,0.97000003,1.25,1.25,0.60000002,"nabisco","nabisco",17,771
"772",34,0,0,0,0,0,0,0,0,0.97000003,1.25,1.25,0.60000002,"nabisco","nabisco",18,772
"773",34,0,0,0,0,0,0,0,0,0.97000003,1.25,1.25,0.64999998,"nabisco","nabisco",19,773
"774",34,0,0,1,0,0,0,1,0,1.05,1.25,0.99000001,0.64999998,"nabisco","nabisco",20,774
"775",34,0,0,1,1,0,0,1,0,1.05,1.25,0.99000001,0.64999998,"nabisco","nabisco",21,775
"776",34,0,1,0,0,0,0,0,0,1.05,1.17,1.29,0.64999998,"nabisco","nabisco",22,776
"777",34,0,1,1,0,0,0,0,0,1.05,1.25,0.99000001,0.58999997,"nabisco","nabisco",23,777
"778",34,0,0,1,0,0,0,0,0,1.05,1.25,0.99000001,0.58999997,"nabisco","nabisco",24,778
"779",34,0,0,0,0,0,0,0,0,1.05,0.99000001,1.29,0.58999997,"private","nabisco",25,779
"780",34,0,0,0,0,0,0,0,0,1.24,1.05,1.1900001,0.63999999,"nabisco","private",26,780
"781",34,0,0,1,0,0,0,0,0,1.05,1.29,0.99000001,0.64999998,"nabisco","nabisco",27,781
"782",34,0,0,0,0,0,0,0,0,1.05,1.29,1.29,0.64999998,"nabisco","nabisco",28,782
"783",35,0,0,1,1,0,0,0,1,0.88999999,0.99000001,0.88999999,0.5,"nabisco","nabisco",1,783
"784",35,0,0,0,0,0,0,0,0,0.88999999,0.99000001,1.05,0.64999998,"nabisco","nabisco",2,784
"785",35,1,0,1,0,1,0,0,0,0.69,1.05,0.88999999,0.64999998,"nabisco","nabisco",3,785
"786",35,1,1,0,0,0,0,0,0,0.88999999,0.99000001,1.15,0.60000002,"nabisco","nabisco",4,786
"787",35,0,0,1,0,0,0,1,0,0.88999999,1.15,0.99000001,0.60000002,"nabisco","nabisco",5,787
"788",35,0,0,1,0,0,0,0,0,0.97000003,1.15,0.99000001,0.60000002,"nabisco","nabisco",6,788
"789",35,0,0,0,1,0,0,1,1,0.97000003,1.15,1.09,0.56999999,"nabisco","nabisco",7,789
"790",35,0,1,0,0,0,1,0,0,0.97000003,0.99000001,1.25,0.60000002,"nabisco","nabisco",8,790
"791",35,0,0,0,0,0,0,0,0,0.97000003,1.25,1.09,0.60000002,"nabisco","nabisco",9,791
"792",35,0,1,1,1,0,0,0,0,0.97000003,1.09,1.09,0.60000002,"nabisco","nabisco",10,792
"793",35,0,0,1,1,0,0,0,1,1.05,1.25,0.99000001,0.5,"nabisco","nabisco",11,793
"794",35,0,1,1,0,0,0,0,0,1.05,1.25,0.99000001,0.58999997,"nabisco","nabisco",12,794
"795",35,0,1,0,0,0,1,0,0,1.05,0.99000001,1.29,0.58999997,"nabisco","nabisco",13,795
"796",35,0,0,1,0,0,0,1,0,1.05,1.29,0.99000001,0.58999997,"nabisco","nabisco",14,796
"797",35,0,0,1,1,0,0,0,0,1.29,1.04,1.1799999,0.95999998,"nabisco","nabisco",15,797
"798",36,1,0,1,0,0,0,1,0,0.68000001,0.88,0.88,0.58999997,"nabisco","private",1,798
"799",36,1,0,0,0,0,0,0,0,0.69,0.88,1.0599999,0.68000001,"sunshine","nabisco",2,799
"800",36,1,0,1,0,0,0,0,0,0.85000002,1.08,0.88999999,0.68000001,"nabisco","sunshine",3,800
"801",36,0,0,0,0,0,0,0,0,0.79000002,1.09,1.09,0.55000001,"private","nabisco",4,801
"802",36,0,0,0,0,0,0,0,0,0.93000001,0.98000002,0.88,0.58999997,"nabisco","private",5,802
"803",36,0,0,0,0,0,0,0,0,0.79000002,1.05,1.09,0.88999999,"private","nabisco",6,803
"804",36,0,0,0,0,0,0,0,0,0.98000002,1.05,1.09,0.55000001,"private","private",7,804
"805",36,0,0,0,0,0,0,0,0,0.98000002,1.09,0.88999999,0.55000001,"private","private",8,805
"806",36,0,0,0,0,0,0,0,0,1.09,1.09,1.1900001,0.55000001,"private","private",9,806
"807",36,0,0,0,0,0,0,0,0,1.09,1.09,1.1900001,0.72000003,"private","private",10,807
"808",36,0,1,0,0,0,0,0,0,0.88999999,1.09,1.1900001,0.83999997,"nabisco","private",11,808
"809",36,0,0,0,0,0,0,0,0,0.98000002,1.1900001,0.99000001,0.77999997,"nabisco","nabisco",12,809
"810",36,0,0,0,0,0,0,0,0,0.97000003,1.15,0.99000001,0.61000001,"nabisco","nabisco",13,810
"811",36,0,0,0,0,0,0,0,0,0.98000002,1.09,1.29,0.88999999,"private","nabisco",14,811
"812",36,0,0,0,0,0,0,0,0,0.98000002,1.09,1.29,0.77999997,"nabisco","private",15,812
"813",36,0,0,1,1,0,0,0,0,0.98000002,1.21,1.1900001,0.63999999,"nabisco","nabisco",16,813
"814",36,0,0,0,0,0,0,0,0,0.98000002,1.1900001,1.29,0.62,"private","nabisco",17,814
"815",36,0,1,0,0,0,0,1,0,1.09,1.1900001,1.09,0.68000001,"keebler","private",18,815
"816",36,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.58999997,"private","keebler",19,816
"817",36,1,0,0,0,1,0,1,0,0.79000002,1.24,0.99000001,0.68000001,"nabisco","private",20,817
"818",36,0,1,1,0,0,1,0,0,0.88999999,1.09,1.29,0.95999998,"nabisco","nabisco",21,818
"819",36,0,0,1,0,0,0,0,0,0.94999999,1.1900001,1.29,0.88999999,"private","nabisco",22,819
"820",36,0,1,0,0,0,1,0,0,1.05,0.99000001,1.29,0.58999997,"keebler","private",23,820
"821",36,0,0,1,0,0,0,1,0,1.05,1.29,0.99000001,0.58999997,"nabisco","keebler",24,821
"822",36,0,0,0,1,0,0,0,0,1.09,1.04,0.99000001,0.79000002,"private","nabisco",25,822
"823",36,0,0,0,1,0,0,0,0,0.94999999,1.04,1.23,1.15,"private","private",26,823
"824",36,0,0,0,1,0,0,0,0,1.29,1.04,1.23,1.15,"private","private",27,824
"825",37,0,0,0,0,0,0,0,0,0.99000001,0.99000001,1.09,0.55000001,"private","nabisco",1,825
"826",37,0,0,1,0,0,0,0,0,0.99000001,1.09,0.99000001,0.55000001,"private","private",2,826
"827",37,0,0,0,0,0,0,0,0,0.79000002,1.09,1.09,0.55000001,"private","private",3,827
"828",37,1,0,1,0,0,0,0,0,0.88999999,1.04,0.99000001,0.61000001,"sunshine","private",4,828
"829",37,0,1,0,0,0,1,0,0,0.88999999,0.99000001,1.15,0.64999998,"private","sunshine",5,829
"830",37,0,0,0,0,0,0,0,0,0.99000001,1.1900001,0.99000001,0.55000001,"private","private",6,830
"831",37,1,0,0,0,0,0,0,0,0.79000002,1.21,1.1900001,0.55000001,"private","private",7,831
"832",37,0,0,1,0,0,0,1,0,0.97000003,1.25,1.09,0.64999998,"private","private",8,832
"833",37,0,0,1,0,0,0,0,0,1.09,1.21,1.09,0.58999997,"private","private",9,833
"834",37,0,0,1,0,0,0,1,0,0.97000003,1.17,1.09,0.64999998,"private","private",10,834
"835",37,0,0,0,0,0,0,0,0,0.98000002,1.13,1.11,0.58999997,"private","private",11,835
"836",37,0,0,0,0,0,0,0,0,1.09,1.21,1.29,0.91000003,"nabisco","private",12,836
"837",37,0,0,0,0,0,0,0,0,1.09,1.16,1.29,0.58999997,"private","nabisco",13,837
"838",37,0,0,0,0,0,0,0,0,1.09,1.04,0.99000001,0.58999997,"private","private",14,838
"839",37,0,0,0,0,0,0,0,0,1.09,1.04,0.99000001,0.79000002,"private","private",15,839
"840",37,0,0,1,0,0,0,0,0,1.29,1.04,1.29,0.58999997,"private","private",16,840
"841",38,1,0,0,0,1,0,0,0,0.57999998,0.88,0.88,0.58999997,"nabisco","nabisco",1,841
"842",38,1,0,1,0,0,0,1,0,0.68000001,0.88,0.88,0.58999997,"nabisco","nabisco",2,842
"843",38,1,0,1,0,0,0,0,0,0.77999997,0.88,0.88,0.58999997,"nabisco","nabisco",3,843
"844",38,1,0,0,0,0,0,0,0,0.77999997,0.88,0.88,0.58999997,"nabisco","nabisco",4,844
"845",38,0,0,1,0,0,0,0,0,0.93000001,0.88,0.88,0.58999997,"nabisco","nabisco",5,845
"846",38,0,0,0,0,0,0,0,0,0.93000001,0.88,0.88,0.58999997,"nabisco","nabisco",6,846
"847",38,0,0,0,0,0,0,0,0,0.93000001,0.88,0.88,0.58999997,"nabisco","nabisco",7,847
"848",38,0,0,0,0,0,0,0,0,0.93000001,0.88,0.88,0.58999997,"nabisco","nabisco",8,848
"849",38,1,0,0,0,0,0,0,0,0.92000002,0.98000002,0.88,0.58999997,"nabisco","nabisco",9,849
"850",38,0,0,0,0,0,0,0,0,0.93000001,0.98000002,0.88,0.58999997,"nabisco","nabisco",10,850
"851",38,0,0,0,0,0,0,0,0,0.93000001,0.98000002,0.98000002,0.58999997,"nabisco","nabisco",11,851
"852",38,0,0,0,0,0,0,0,0,0.93000001,0.98000002,0.88,0.58999997,"nabisco","nabisco",12,852
"853",38,0,0,0,0,0,0,0,0,0.93000001,0.98000002,0.88,0.58999997,"nabisco","nabisco",13,853
"854",38,0,0,0,0,0,0,0,0,0.92000002,0.98000002,0.88,0.68000001,"nabisco","nabisco",14,854
"855",38,0,0,0,0,0,0,0,0,0.92000002,0.88,0.88,0.58999997,"nabisco","nabisco",15,855
"856",38,0,0,0,0,0,0,0,0,0.93000001,0.98000002,0.98000002,0.58999997,"nabisco","nabisco",16,856
"857",38,0,0,0,0,0,0,0,0,0.93000001,0.98000002,1.09,0.57999998,"nabisco","nabisco",17,857
"858",38,0,1,0,0,0,0,0,0,0.93000001,0.98000002,1.09,0.57999998,"nabisco","nabisco",18,858
"859",38,0,0,1,0,0,0,0,0,0.93000001,0.98000002,0.98000002,0.57999998,"nabisco","nabisco",19,859
"860",38,0,1,0,0,0,0,0,0,0.93000001,0.98000002,0.98000002,0.57999998,"nabisco","nabisco",20,860
"861",38,0,1,0,0,0,0,0,0,0.93000001,1.09,0.98000002,0.57999998,"nabisco","nabisco",21,861
"862",38,1,0,0,0,0,0,1,0,0.88,1.09,0.98000002,0.57999998,"nabisco","nabisco",22,862
"863",38,1,0,1,0,0,0,0,0,0.88,0.98000002,0.98000002,0.57999998,"nabisco","nabisco",23,863
"864",38,0,0,0,0,0,0,0,0,0.93000001,1.13,1.08,0.57999998,"nabisco","nabisco",24,864
"865",38,0,1,1,0,0,0,0,0,0.88,1.13,1.08,0.57999998,"nabisco","nabisco",25,865
"866",38,0,1,0,0,0,0,0,0,0.93000001,1.13,1.08,0.57999998,"nabisco","nabisco",26,866
"867",38,0,0,0,1,0,0,1,0,0.93000001,1.13,0.98000002,0.68000001,"nabisco","nabisco",27,867
"868",38,0,0,0,1,0,0,0,0,0.93000001,1.1900001,0.98000002,0.63,"nabisco","nabisco",28,868
"869",38,0,0,1,1,0,0,1,0,0.93000001,1.1900001,1,0.63,"nabisco","nabisco",29,869
"870",38,0,1,1,0,0,0,0,0,0.93000001,1.12,0.98000002,0.57999998,"nabisco","nabisco",30,870
"871",38,0,1,0,1,0,0,0,0,0.93000001,1.12,0.98000002,0.63,"nabisco","nabisco",31,871
"872",38,0,1,1,1,0,0,0,0,0.93000001,1.12,1.1900001,0.63,"nabisco","nabisco",32,872
"873",38,0,0,0,1,0,0,1,0,0.93000001,1.12,0.98000002,0.63,"nabisco","nabisco",33,873
"874",38,0,0,0,1,0,0,0,0,0.93000001,1.12,0.98000002,0.68000001,"nabisco","nabisco",34,874
"875",38,0,0,0,0,0,0,0,0,0.93000001,1.12,1.1900001,0.63999999,"nabisco","nabisco",35,875
"876",38,0,0,0,0,0,0,0,0,1.24,1.05,1.1900001,0.63999999,"nabisco","nabisco",36,876
"877",38,0,0,0,0,0,0,1,0,1.24,1.05,0.88,0.61000001,"nabisco","nabisco",37,877
"878",38,0,0,0,1,0,0,0,1,1.24,1.05,0.98000002,0.38,"nabisco","nabisco",38,878
"879",39,0,0,0,0,0,0,0,0,0.88999999,0.99000001,1.05,0.64999998,"nabisco","nabisco",1,879
"880",39,0,0,0,0,0,0,0,0,0.79000002,1.09,1.09,0.77999997,"nabisco","nabisco",2,880
"881",39,0,0,0,0,0,0,0,0,0.79000002,1.09,1.09,0.77999997,"nabisco","nabisco",3,881
"882",39,0,0,0,0,0,0,0,0,0.79000002,1.09,1.09,0.77999997,"nabisco","nabisco",4,882
"883",39,0,0,0,0,0,0,0,0,0.93000001,0.98000002,0.88,0.58999997,"nabisco","nabisco",5,883
"884",39,0,0,0,0,0,0,0,0,1.03,1.09,0.88999999,0.77999997,"nabisco","nabisco",6,884
"885",39,0,0,0,0,0,0,0,0,0.79000002,1.05,1.09,0.77999997,"nabisco","nabisco",7,885
"886",39,0,0,0,0,0,0,0,0,0.98000002,1.09,0.88999999,0.77999997,"nabisco","nabisco",8,886
"887",39,0,0,0,0,0,0,0,0,0.98000002,1.09,0.88999999,0.77999997,"nabisco","nabisco",9,887
"888",39,0,0,0,0,0,0,0,0,0.98000002,1.09,0.88999999,0.63999999,"nabisco","nabisco",10,888
"889",39,0,0,0,0,0,0,0,0,1.03,1.09,1.1900001,0.63999999,"nabisco","nabisco",11,889
"890",39,0,0,0,0,0,0,0,0,1.09,1.09,1.1900001,0.63999999,"nabisco","nabisco",12,890
"891",39,0,0,0,0,0,0,0,0,0.99000001,1.09,1.1900001,0.77999997,"nabisco","nabisco",13,891
"892",39,0,0,0,0,0,0,0,0,0.99000001,1.1900001,0.99000001,0.70999998,"nabisco","nabisco",14,892
"893",39,0,1,0,0,0,0,0,0,0.88999999,1.09,1.1900001,0.83999997,"nabisco","nabisco",15,893
"894",39,0,0,0,0,0,0,0,0,0.88999999,1.09,1.1900001,0.83999997,"nabisco","nabisco",16,894
"895",39,0,0,0,0,0,0,0,0,0.98000002,1.09,1.29,0.77999997,"nabisco","nabisco",17,895
"896",39,0,0,0,0,0,0,0,0,0.98000002,1.09,1.29,0.77999997,"nabisco","nabisco",18,896
"897",39,0,0,0,0,0,0,1,0,0.98000002,1.21,1.1900001,0.63999999,"nabisco","nabisco",19,897
"898",39,0,0,1,0,0,0,0,0,0.88,1.25,1.14,0.64999998,"nabisco","nabisco",20,898
"899",39,0,0,0,0,0,0,0,0,0.98000002,1.1900001,1.29,0.77999997,"nabisco","nabisco",21,899
"900",39,0,0,0,0,0,0,0,0,0.98000002,1.1900001,1.29,0.77999997,"nabisco","nabisco",22,900
"901",39,0,0,0,0,0,0,0,0,0.98000002,1.1900001,1.29,0.77999997,"nabisco","nabisco",23,901
"902",39,0,0,0,0,0,0,0,0,0.79000002,1.21,1.09,0.77999997,"nabisco","nabisco",24,902
"903",39,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.79000002,"nabisco","nabisco",25,903
"904",39,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.93000001,"nabisco","nabisco",26,904
"905",39,0,0,0,0,0,0,0,0,1.09,1.21,1.09,0.92000002,"nabisco","nabisco",27,905
"906",39,0,1,1,0,0,0,0,0,1.09,1.09,1.29,0.95999998,"nabisco","nabisco",28,906
"907",39,0,0,0,0,0,0,0,0,1.09,1.16,1.29,0.79000002,"nabisco","nabisco",29,907
"908",40,0,1,0,0,0,0,0,0,0.88999999,0.88999999,1.05,0.64999998,"nabisco","nabisco",1,908
"909",40,0,0,1,0,0,0,1,0,0.88999999,0.99000001,0.88999999,0.64999998,"nabisco","nabisco",2,909
"910",40,0,0,0,0,0,0,0,0,0.88999999,0.99000001,1.05,0.64999998,"nabisco","nabisco",3,910
"911",40,0,0,1,0,0,0,1,0,0.69,1.09,0.54000002,0.61000001,"nabisco","nabisco",4,911
"912",40,1,0,0,0,0,0,0,0,0.88999999,1.08,0.88999999,0.68000001,"nabisco","nabisco",5,912
"913",40,1,0,0,0,0,0,0,0,0.88999999,1.04,1.09,0.61000001,"nabisco","nabisco",6,913
"914",40,1,0,1,0,1,0,1,0,0.79000002,1.02,0.88999999,0.64999998,"nabisco","nabisco",7,914
"915",40,0,0,0,0,0,0,0,0,0.79000002,1.09,1.23,0.69,"nabisco","nabisco",8,915
"916",40,1,0,0,0,0,0,0,0,0.88999999,1.15,0.99000001,0.60000002,"nabisco","nabisco",9,916
"917",40,0,0,1,0,0,1,0,0,0.97000003,1.09,0.89999998,0.51999998,"nabisco","nabisco",10,917
"918",40,0,0,1,0,0,0,0,0,0.97000003,1.15,0.99000001,0.60000002,"nabisco","nabisco",11,918
"919",40,0,0,0,0,0,0,0,0,0.97000003,1.15,1.25,0.60000002,"nabisco","nabisco",12,919
"920",40,0,1,0,0,0,0,0,0,0.97000003,0.99000001,1.25,0.60000002,"nabisco","nabisco",13,920
"921",40,0,0,0,0,0,0,1,0,0.97000003,1.25,1.09,0.60000002,"nabisco","nabisco",14,921
"922",40,0,0,0,0,0,0,1,0,0.97000003,1.09,1.09,0.60000002,"nabisco","nabisco",15,922
"923",40,0,0,0,0,0,0,0,0,1.05,1.25,0.99000001,0.64999998,"nabisco","nabisco",16,923
"924",40,0,0,1,0,0,0,0,0,1.05,1.25,0.99000001,0.64999998,"nabisco","nabisco",17,924
"925",40,0,1,0,1,0,0,0,0,1.05,1.17,1.29,0.58999997,"nabisco","nabisco",18,925
"926",40,0,0,1,0,0,0,0,0,1.05,1.25,0.83999997,0.58999997,"nabisco","nabisco",19,926
"927",40,0,0,1,0,0,0,0,0,1.05,1.29,0.79000002,0.58999997,"nabisco","nabisco",20,927
"928",40,0,0,0,1,0,0,0,0,1.24,1.05,0.98000002,0.57999998,"nabisco","nabisco",21,928
"929",41,1,0,1,0,1,0,0,0,0.58999997,0.99000001,0.88999999,0.64999998,"sunshine","private",1,929
"930",41,0,0,0,1,0,0,0,1,0.88999999,1.02,1.05,0.5,"private","sunshine",2,930
"931",41,0,0,1,0,0,0,0,1,0.88999999,1.02,0.88999999,0.5,"nabisco","private",3,931
"932",41,0,1,0,0,0,0,0,0,0.88999999,1.15,0.99000001,0.64999998,"private","nabisco",4,932
"933",41,0,0,0,0,0,0,0,0,0.95999998,1.29,1.05,0.68000001,"nabisco","private",5,933
"934",41,0,1,0,0,0,0,0,0,0.97000003,1.09,1.15,0.5,"private","nabisco",6,934
"935",41,0,1,0,0,0,1,0,0,0.97000003,1.09,1.15,0.64999998,"keebler","private",7,935
"936",41,1,1,0,0,0,0,0,0,0.79000002,1.0700001,1.15,0.64999998,"sunshine","keebler",8,936
"937",41,0,0,1,0,0,0,0,0,0.88,1.15,0.99000001,0.64999998,"nabisco","sunshine",9,937
"938",41,0,0,1,1,0,0,1,1,0.88,1.15,1.09,0.58999997,"private","nabisco",10,938
"939",41,0,0,1,0,0,0,1,0,0.88,1.25,1.09,0.64999998,"private","private",11,939
"940",41,0,0,1,0,0,0,0,0,0.88,1.25,1.09,0.64999998,"private","private",12,940
"941",41,0,0,0,0,0,1,0,0,0.97000003,0.99000001,1.25,0.61000001,"keebler","private",13,941
"942",41,0,0,0,0,0,0,1,0,0.97000003,1.25,1.09,0.64999998,"private","keebler",14,942
"943",41,0,0,1,1,0,0,0,1,0.97000003,1.17,1.09,0.5,"private","private",15,943
"944",41,0,0,0,0,0,0,0,0,1.09,1.21,1.09,0.92000002,"sunshine","private",16,944
"945",41,0,0,1,0,0,0,1,0,1.05,1.25,0.99000001,0.64999998,"nabisco","sunshine",17,945
"946",41,0,0,0,0,0,0,1,0,0.95999998,1.39,0.69,0.68000001,"nabisco","nabisco",18,946
"947",41,0,0,1,1,0,0,0,0,1.05,1.17,1.29,0.64999998,"private","nabisco",19,947
"948",41,0,0,1,1,0,0,0,0,1.05,1.09,1.29,0.58999997,"keebler","private",20,948
"949",41,0,0,1,1,0,0,0,0,1.05,1.17,0.99000001,0.64999998,"private","keebler",21,949
"950",41,0,0,1,0,0,0,0,0,1.05,1.17,0.99000001,0.64999998,"private","private",22,950
"951",41,0,0,0,1,0,0,0,1,0.93000001,1.12,0.98000002,0.5,"private","private",23,951
"952",41,0,0,0,0,0,1,0,0,1.05,0.99000001,1.29,0.64999998,"keebler","private",24,952
"953",41,0,0,1,0,0,0,0,0,1.05,0.99000001,0.99000001,0.64999998,"private","keebler",25,953
"954",42,0,0,1,0,0,0,1,0,0.79000002,0.99000001,0.69,0.69,"nabisco","nabisco",1,954
"955",42,0,0,1,0,0,0,0,0,0.88999999,0.99000001,0.88999999,0.69,"nabisco","nabisco",2,955
"956",42,0,0,1,0,0,0,0,0,0.88999999,0.99000001,0.88999999,0.69,"nabisco","nabisco",3,956
"957",42,0,0,1,0,1,0,0,0,0.88999999,0.99000001,0.88999999,0.69,"nabisco","nabisco",4,957
"958",42,1,0,1,0,0,0,1,0,0.79000002,1.25,0.79000002,0.69,"nabisco","nabisco",5,958
"959",42,1,0,1,0,0,0,0,1,0.79000002,1.25,0.99000001,0.49000001,"nabisco","nabisco",6,959
"960",42,1,0,0,0,0,0,0,0,0.79000002,1.25,0.99000001,0.69,"nabisco","nabisco",7,960
"961",42,1,0,0,1,0,0,0,0,0.79000002,1.25,0.99000001,0.69,"nabisco","nabisco",8,961
"962",42,0,0,1,0,0,0,0,0,0.79000002,1.25,0.99000001,0.69,"nabisco","nabisco",9,962
"963",42,0,0,0,1,0,0,0,0,0.77999997,1.35,0.99000001,0.64999998,"nabisco","nabisco",10,963
"964",42,1,0,0,0,1,0,0,0,0.79000002,1.35,1.29,0.64999998,"nabisco","nabisco",11,964
"965",42,0,0,0,0,0,0,0,0,1.09,1.35,1.29,0.73000002,"nabisco","nabisco",12,965
"966",42,0,0,0,0,0,1,0,0,1.09,1.35,1.29,0.73000002,"nabisco","nabisco",13,966
"967",42,1,0,1,0,0,0,1,0,0.79000002,1.35,0.80000001,0.75999999,"nabisco","nabisco",14,967
"968",42,0,0,1,0,0,0,0,0,1.09,1.35,0.80000001,0.75999999,"nabisco","nabisco",15,968
"969",42,0,0,0,0,0,0,0,0,1.09,1.1900001,1.15,0.79000002,"nabisco","nabisco",16,969
"970",42,0,0,1,0,0,0,1,0,0.88999999,1.21,0.99000001,0.86000001,"nabisco","nabisco",17,970
"971",42,0,0,1,0,0,0,0,0,0.99000001,1.2,0.99000001,0.88999999,"nabisco","nabisco",18,971
"972",42,0,0,0,1,0,0,0,0,1.09,1.04,0.99000001,0.79000002,"private","nabisco",19,972
"973",43,0,1,0,1,0,1,0,1,0.88999999,0.88999999,1.05,0.5,"private","nabisco",1,973
"974",43,0,1,0,0,0,0,0,0,0.88999999,0.88999999,1.05,0.64999998,"nabisco","private",2,974
"975",43,0,0,0,0,0,0,0,0,0.79000002,1.02,1.05,0.64999998,"private","nabisco",3,975
"976",43,1,1,0,0,1,0,0,0,0.69,1.0700001,1.15,0.64999998,"sunshine","private",4,976
"977",43,0,0,0,0,0,0,0,0,0.99000001,1.09,1.1900001,0.55000001,"private","sunshine",5,977
"978",43,0,0,1,0,0,1,0,0,0.97000003,1.09,1.15,0.51999998,"keebler","private",6,978
"979",43,0,0,0,0,0,0,0,0,0.97000003,1.15,1.25,0.60000002,"nabisco","keebler",7,979
"980",43,0,0,0,1,0,0,0,0,0.97000003,1.15,1.09,0.60000002,"nabisco","nabisco",8,980
