"x","y","elevation","forest","water"
1016942,117276,1360,49,0
1016942,118276,1052,63,7
1016942,119276,1096,25,3
1016942,120276,1296,47,0
1016942,121276,1109,79,0
1016942,122276,927,32,0
1016942,123276,900,6,0
1016942,124276,1067,6,0
1016942,125276,1076,25,0
1016942,126276,960,16,0
1016942,127276,884,42,0
1016942,128276,871,27,0
1016942,129276,808,15,1
1016942,130276,774,18,6
1016942,131276,701,41,13
1016942,132276,727,31,2
1016942,133276,696,63,0
1016942,134276,773,6,0
1016942,135276,716,16,0
1016942,136276,663,4,0
1016942,137276,637,21,0
1016942,138276,548,18,4
1016942,139276,643,17,0
1016942,140276,635,88,0
1016942,141276,634,99,0
1016942,142276,622,49,0
1016942,143276,576,5,0
1016942,144276,563,40,0
1016942,145276,611,35,0
1016942,146276,499,48,37
1016942,147276,564,30,0
1016942,148276,625,10,0
1016942,149276,654,32,0
1016942,150276,766,76,0
1016942,151276,783,68,0
1016942,152276,743,79,0
1016942,153276,653,3,0
1016942,154276,565,5,0
1016942,155276,542,0,0
1016942,156276,491,0,0
1016942,157276,481,53,0
1016942,158276,498,38,0
1016942,159276,507,69,0
1016942,160276,498,57,0
1016942,161276,449,21,0
1016942,162276,434,1,0
1016942,163276,433,48,3
1016942,164276,432,1,0
1016942,165276,431,17,5
1016942,166276,432,1,3
1016942,167276,451,13,0
1016942,168276,543,74,0
1016942,169276,440,18,2
1016942,170276,750,84,0
1016942,171276,772,54,0
1016942,172276,1001,68,0
1016942,173276,1014,66,0
1016942,174276,1178,37,0
1016942,175276,1106,70,0
1016942,176276,732,38,1
1016942,177276,707,22,0
1016942,178276,951,54,0
1016942,179276,843,49,0
1016942,180276,834,72,0
1016942,181276,810,70,0
1016942,182276,1102,30,0
1016942,183276,1046,67,0
1016942,184276,995,87,0
1016942,185276,820,87,0
1016942,186276,548,45,0
1016942,187276,490,3,0
1016942,188276,447,0,1
1016942,189276,429,0,0
1016942,190276,434,0,0
1016942,191276,466,20,0
1016942,192276,589,77,0
1016942,193276,832,92,0
1016942,194276,644,62,0
1016942,195276,715,36,0
1016942,196276,750,39,0
1016942,197276,629,26,0
1016942,198276,560,46,0
1016942,199276,532,18,1
1017942,29276,3198,0,0
1017942,30276,2906,0,0
1017942,31276,2911,0,0
1017942,32276,2882,0,0
1017942,33276,2643,0,0
1017942,34276,2599,0,0
1017942,35276,2638,0,1
1017942,36276,2464,0,1
1017942,37276,2392,0,1
1017942,38276,2310,0,0
1017942,39276,1933,18,6
1017942,40276,1768,20,6
1017942,41276,2069,12,1
1017942,42276,2417,0,0
1017942,43276,2676,0,1
1017942,44276,2894,0,0
1017942,45276,2843,0,1
1017942,46276,3034,0,0
1017942,47276,2913,0,2
1017942,48276,2731,0,3
1017942,49276,2545,0,6
1017942,50276,2456,0,0
1017942,51276,2699,0,0
1017942,52276,2683,0,0
1017942,53276,2629,0,0
1017942,54276,2450,0,0
1017942,55276,2280,3,0
1017942,56276,2242,8,0
1017942,57276,2013,66,0
1017942,58276,1654,100,0
1017942,59276,1369,41,0
1017942,60276,1405,5,0
1017942,61276,1143,32,0
1017942,62276,704,47,2
1017942,63276,480,5,3
1017942,64276,486,0,0
1017942,65276,679,8,3
1017942,66276,768,0,0
1017942,67276,947,7,0
1017942,68276,1161,67,2
1017942,69276,1514,78,0
1017942,70276,1685,30,0
1017942,71276,1753,36,0
1017942,72276,1893,17,0
1017942,73276,1876,21,0
1017942,74276,2122,4,0
1017942,75276,2391,0,0
1017942,76276,2533,0,0
1017942,77276,2647,0,4
1017942,78276,2710,0,0
1017942,79276,2204,0,4
1017942,80276,2040,0,2
1017942,81276,1820,5,2
1017942,82276,1584,56,1
1017942,83276,1402,50,4
1017942,84276,1392,29,0
1017942,85276,1421,27,0
1017942,86276,1487,43,0
1017942,87276,1764,35,0
1017942,88276,2031,1,0
1017942,89276,1868,15,1
1017942,90276,1815,28,0
1017942,91276,1657,28,1
1017942,92276,1420,15,3
1017942,93276,1717,40,0
1017942,94276,1830,7,1
1017942,95276,1652,15,0
1017942,96276,1458,28,2
1017942,97276,1227,39,2
1017942,98276,1272,41,1
1017942,99276,1574,39,0
1017942,100276,1627,19,0
1017942,101276,1569,14,1
1017942,102276,1432,18,2
1017942,103276,1452,17,0
1017942,104276,1501,31,0
1017942,105276,1523,7,0
1017942,106276,1543,53,0
1017942,107276,1571,25,0
1017942,108276,1522,46,0
1017942,109276,1506,17,2
1017942,110276,1723,15,4
1017942,111276,1796,3,0
1017942,112276,1771,9,0
1017942,113276,1419,48,0
1017942,114276,1417,25,1
1017942,115276,1365,68,2
1017942,116276,1288,38,2
1017942,117276,1298,51,1
1017942,118276,1026,62,5
1017942,119276,1159,40,0
1017942,120276,1409,21,0
1017942,121276,1245,69,0
1017942,122276,1025,84,0
1017942,123276,984,40,0
1017942,124276,1118,8,0
1017942,125276,1107,17,0
1017942,126276,967,25,0
1017942,127276,877,13,0
1017942,128276,833,7,0
1017942,129276,816,2,0
1017942,130276,797,4,0
1017942,131276,780,11,0
1017942,132276,719,38,10
1017942,133276,675,49,10
1017942,134276,748,18,2
1017942,135276,732,2,0
1017942,136276,679,12,0
1017942,137276,655,26,0
1017942,138276,559,30,3
1017942,139276,649,11,0
1017942,140276,647,60,0
1017942,141276,649,90,0
1017942,142276,652,55,0
1017942,143276,595,2,0
1017942,144276,558,0,0
1017942,145276,588,22,0
1017942,146276,488,13,38
1017942,147276,563,16,0
1017942,148276,600,44,0
1017942,149276,622,8,0
1017942,150276,677,29,0
1017942,151276,759,12,0
1017942,152276,759,83,0
1017942,153276,712,33,0
1017942,154276,591,16,0
1017942,155276,529,29,0
1017942,156276,493,3,1
1017942,157276,488,9,1
1017942,158276,522,3,0
1017942,159276,524,41,0
1017942,160276,499,44,1
1017942,161276,478,75,0
1017942,162276,437,0,0
1017942,163276,433,3,1
1017942,164276,434,38,2
1017942,165276,431,28,0
1017942,166276,430,13,25
1017942,167276,431,5,10
1017942,168276,516,46,0
1017942,169276,440,13,4
1017942,170276,601,55,0
1017942,171276,750,21,0
1017942,172276,875,93,0
1017942,173276,1121,60,0
1017942,174276,1153,38,0
1017942,175276,1143,65,0
1017942,176276,743,44,0
1017942,177276,704,29,1
1017942,178276,914,75,0
1017942,179276,845,77,0
1017942,180276,716,51,0
1017942,181276,689,40,0
1017942,182276,1006,35,0
1017942,183276,1106,33,0
1017942,184276,1005,86,0
1017942,185276,783,71,0
1017942,186276,583,54,0
1017942,187276,503,1,2
1017942,188276,469,0,0
1017942,189276,426,0,0
1017942,190276,418,0,3
1017942,191276,461,2,0
1017942,192276,546,43,0
1017942,193276,722,65,0
1017942,194276,617,74,0
1017942,195276,722,59,0
1017942,196276,681,44,0
1017942,197276,596,11,0
1017942,198276,578,15,0
1017942,199276,523,5,0
1018942,28276,3047,0,0
1018942,29276,2904,0,0
1018942,30276,2889,0,0
1018942,31276,2650,0,0
1018942,32276,2530,0,0
1018942,33276,2277,0,2
1018942,34276,2071,0,18
1018942,35276,2051,0,34
1018942,36276,2035,0,61
1018942,37276,2003,0,51
1018942,38276,2017,0,46
1018942,39276,2295,0,4
1018942,40276,2423,0,0
1018942,41276,2487,0,3
1018942,42276,2830,0,0
1018942,43276,2892,0,0
1018942,44276,3119,0,0
1018942,45276,3096,0,0
1018942,46276,3166,0,0
1018942,47276,3050,0,0
1018942,48276,2852,0,1
1018942,49276,2700,0,0
1018942,50276,2955,0,1
1018942,51276,2983,0,0
1018942,52276,2885,0,0
1018942,53276,2724,0,0
1018942,54276,2629,0,0
1018942,55276,2567,0,0
1018942,56276,2428,0,0
1018942,57276,2185,25,0
1018942,58276,1829,95,0
1018942,59276,1760,63,0
1018942,60276,1662,51,0
1018942,61276,1283,62,0
1018942,62276,884,26,0
1018942,63276,550,18,5
1018942,64276,486,0,0
1018942,65276,535,0,0
1018942,66276,758,0,0
1018942,67276,844,4,0
1018942,68276,1059,7,2
1018942,69276,1305,46,0
1018942,70276,1631,41,0
1018942,71276,1986,5,0
1018942,72276,2353,0,0
1018942,73276,2469,0,0
1018942,74276,2367,0,1
1018942,75276,2377,0,0
1018942,76276,2474,0,0
1018942,77276,2757,0,0
1018942,78276,2842,0,0
1018942,79276,2650,0,0
1018942,80276,2546,0,0
1018942,81276,2142,0,0
1018942,82276,1852,1,2
1018942,83276,1932,15,0
1018942,84276,1709,27,0
1018942,85276,1601,40,3
1018942,86276,1701,52,0
1018942,87276,1987,6,0
1018942,88276,2264,0,0
1018942,89276,2300,0,0
1018942,90276,2018,0,0
1018942,91276,1627,15,1
1018942,92276,1464,25,1
1018942,93276,1763,53,0
1018942,94276,1901,1,0
1018942,95276,1850,12,0
1018942,96276,1612,25,0
1018942,97276,1365,9,0
1018942,98276,1169,19,3
1018942,99276,1273,36,0
1018942,100276,1488,63,0
1018942,101276,1483,38,0
1018942,102276,1349,11,0
1018942,103276,1256,31,0
1018942,104276,1227,30,1
1018942,105276,1337,13,0
1018942,106276,1309,26,0
1018942,107276,1254,29,0
1018942,108276,1118,61,0
1018942,109276,1279,47,0
1018942,110276,1860,2,0
1018942,111276,1950,0,0
1018942,112276,1777,7,0
1018942,113276,1434,28,0
1018942,114276,1287,14,0
1018942,115276,1212,28,0
1018942,116276,1228,26,4
1018942,117276,1200,96,1
1018942,118276,1020,46,6
1018942,119276,1191,28,2
1018942,120276,1363,22,0
1018942,121276,1419,60,0
1018942,122276,1174,68,0
1018942,123276,1121,71,0
1018942,124276,1085,7,0
1018942,125276,1107,18,0
1018942,126276,1014,25,0
1018942,127276,950,11,0
1018942,128276,870,26,0
1018942,129276,827,9,0
1018942,130276,796,4,1
1018942,131276,803,24,0
1018942,132276,788,12,0
1018942,133276,731,20,0
1018942,134276,649,44,11
1018942,135276,671,46,2
1018942,136276,628,34,8
1018942,137276,591,15,3
1018942,138276,586,16,1
1018942,139276,630,31,0
1018942,140276,646,46,0
1018942,141276,652,61,0
1018942,142276,651,67,0
1018942,143276,650,2,0
1018942,144276,562,20,0
1018942,145276,589,33,0
1018942,146276,487,10,35
1018942,147276,545,22,0
1018942,148276,617,37,0
1018942,149276,636,7,0
1018942,150276,626,26,0
1018942,151276,745,53,0
1018942,152276,717,93,0
1018942,153276,675,29,0
1018942,154276,614,39,0
1018942,155276,532,11,0
1018942,156276,508,42,0
1018942,157276,508,1,2
1018942,158276,556,50,0
1018942,159276,550,60,0
1018942,160276,512,22,0
1018942,161276,505,18,0
1018942,162276,448,0,0
1018942,163276,440,9,0
1018942,164276,520,88,0
1018942,165276,430,20,2
1018942,166276,430,1,8
1018942,167276,430,3,15
1018942,168276,454,29,7
1018942,169276,439,14,3
1018942,170276,488,44,0
1018942,171276,673,74,0
1018942,172276,722,100,0
1018942,173276,1104,99,0
1018942,174276,1066,88,0
1018942,175276,1250,25,0
1018942,176276,889,88,0
1018942,177276,698,33,1
1018942,178276,931,85,0
1018942,179276,743,91,1
1018942,180276,598,58,0
1018942,181276,635,7,0
1018942,182276,935,64,0
1018942,183276,1050,68,0
1018942,184276,1045,50,0
1018942,185276,895,87,0
1018942,186276,595,51,0
1018942,187276,512,17,0
1018942,188276,527,68,0
1018942,189276,442,6,0
1018942,190276,415,0,1
1018942,191276,450,1,3
1018942,192276,518,36,0
1018942,193276,538,42,0
1018942,194276,601,87,0
1018942,195276,723,89,0
1018942,196276,767,52,0
1018942,197276,667,57,0
1018942,198276,552,33,0
1019942,28276,3312,0,0
1019942,29276,2866,0,0
1019942,30276,2669,0,3
1019942,31276,2479,0,0
1019942,32276,2170,0,2
1019942,33276,2175,0,4
1019942,34276,2397,0,0
1019942,35276,2471,0,1
1019942,36276,2498,0,0
1019942,37276,2469,0,1
1019942,38276,2617,0,1
1019942,39276,2846,0,0
1019942,40276,3165,0,0
1019942,41276,3310,0,0
1019942,42276,3237,0,0
1019942,43276,3231,0,0
1019942,44276,2996,0,0
1019942,45276,2814,0,1
1019942,46276,2954,0,0
1019942,47276,2924,0,1
1019942,48276,2912,0,1
1019942,49276,2799,0,0
1019942,50276,2885,0,0
1019942,51276,2691,0,0
1019942,52276,2563,0,0
1019942,53276,2366,2,0
1019942,54276,2333,0,0
1019942,55276,2364,0,0
1019942,56276,2317,0,0
1019942,57276,2327,2,0
1019942,58276,2196,20,0
1019942,59276,2063,30,0
1019942,60276,1767,85,0
1019942,61276,1418,48,0
1019942,62276,1056,28,0
1019942,63276,656,39,3
1019942,64276,490,0,10
1019942,65276,541,3,4
1019942,66276,654,3,0
1019942,67276,765,22,0
1019942,68276,896,19,0
1019942,69276,1066,73,1
1019942,70276,1305,88,0
1019942,71276,1662,41,0
1019942,72276,1877,4,0
1019942,73276,2034,1,0
1019942,74276,2227,0,0
1019942,75276,2479,0,0
1019942,76276,2670,0,0
1019942,77276,2731,0,0
1019942,78276,3045,0,0
1019942,79276,2957,0,0
1019942,80276,2558,0,3
1019942,81276,2387,0,1
1019942,82276,2034,0,0
1019942,83276,2096,0,0
1019942,84276,1850,26,0
1019942,85276,1722,32,1
1019942,86276,1900,12,0
1019942,87276,1973,11,0
1019942,88276,1907,11,1
1019942,89276,1745,1,1
1019942,90276,1651,18,3
1019942,91276,1633,27,1
1019942,92276,1691,28,1
1019942,93276,1764,18,0
1019942,94276,1701,13,0
1019942,95276,1695,3,0
1019942,96276,1638,35,0
1019942,97276,1460,19,0
1019942,98276,1293,12,0
1019942,99276,1089,24,4
1019942,100276,1030,34,1
1019942,101276,1084,52,0
1019942,102276,1199,21,0
1019942,103276,1199,27,0
1019942,104276,1057,34,0
1019942,105276,1065,24,0
1019942,106276,1092,23,0
1019942,107276,1027,25,0
1019942,108276,976,23,0
1019942,109276,1360,48,0
1019942,110276,1723,13,0
1019942,111276,1712,8,0
1019942,112276,1799,4,0
1019942,113276,1633,25,0
1019942,114276,1539,13,0
1019942,115276,1445,34,1
1019942,116276,1475,27,0
1019942,117276,1338,77,1
1019942,118276,1090,59,13
1019942,119276,1252,31,0
1019942,120276,1419,18,0
1019942,121276,1552,66,0
1019942,122276,1303,77,0
1019942,123276,1141,88,0
1019942,124276,1016,37,0
1019942,125276,999,8,0
1019942,126276,1013,35,0
1019942,127276,901,13,0
1019942,128276,868,3,0
1019942,129276,835,5,0
1019942,130276,801,15,0
1019942,131276,742,53,0
1019942,132276,760,15,0
1019942,133276,760,1,0
1019942,134276,705,20,0
1019942,135276,649,27,4
1019942,136276,673,11,0
1019942,137276,638,32,0
1019942,138276,689,21,0
1019942,139276,666,10,0
1019942,140276,644,3,0
1019942,141276,591,8,1
1019942,142276,617,32,0
1019942,143276,581,0,0
1019942,144276,547,17,0
1019942,145276,593,33,0
1019942,146276,488,17,31
1019942,147276,576,35,0
1019942,148276,627,24,0
1019942,149276,638,15,0
1019942,150276,625,50,1
1019942,151276,654,4,0
1019942,152276,686,64,0
1019942,153276,643,81,0
1019942,154276,602,46,0
1019942,155276,516,14,1
1019942,156276,522,45,0
1019942,157276,516,0,2
1019942,158276,532,45,0
1019942,159276,550,74,0
1019942,160276,506,43,0
1019942,161276,521,35,0
1019942,162276,473,0,0
1019942,163276,450,20,0
1019942,164276,533,87,0
1019942,165276,475,60,0
1019942,166276,430,3,16
1019942,167276,430,0,5
1019942,168276,430,2,6
1019942,169276,431,4,4
1019942,170276,444,2,0
1019942,171276,566,67,0
1019942,172276,639,83,0
1019942,173276,1015,79,0
1019942,174276,1183,77,0
1019942,175276,1249,38,0
1019942,176276,989,94,0
1019942,177276,736,42,0
1019942,178276,1122,60,0
1019942,179276,961,90,0
1019942,180276,565,21,1
1019942,181276,571,12,2
1019942,182276,757,49,0
1019942,183276,810,78,0
1019942,184276,936,60,0
1019942,185276,816,65,0
1019942,186276,665,74,0
1019942,187276,486,14,1
1019942,188276,439,13,2
1019942,189276,424,2,1
1019942,190276,415,0,0
1019942,191276,411,13,1
1019942,192276,470,69,1
1019942,193276,426,36,2
1019942,194276,508,80,0
1019942,195276,607,77,0
1019942,196276,771,69,0
1019942,197276,662,58,0
1019942,198276,572,35,0
1020942,27276,3025,0,0
1020942,28276,2927,0,0
1020942,29276,2875,0,0
1020942,30276,2645,0,0
1020942,31276,2273,0,3
1020942,32276,2360,0,4
1020942,33276,2533,0,1
1020942,34276,2612,0,4
1020942,35276,2880,0,0
1020942,36276,3050,0,0
1020942,37276,3290,0,0
1020942,38276,3174,0,0
1020942,39276,3084,0,0
1020942,40276,3265,0,0
1020942,41276,3113,0,0
1020942,42276,3019,0,0
1020942,43276,2831,0,0
1020942,44276,2925,0,0
1020942,45276,2711,0,0
1020942,46276,2620,0,1
1020942,47276,2720,0,0
1020942,48276,2757,0,1
1020942,49276,2594,0,0
1020942,50276,2519,1,0
1020942,51276,2353,2,0
1020942,52276,2149,28,0
1020942,53276,1959,46,0
1020942,54276,1962,58,0
1020942,55276,1875,60,0
1020942,56276,1786,41,0
1020942,57276,1790,46,0
1020942,58276,1929,35,0
1020942,59276,1936,26,0
1020942,60276,1776,88,0
1020942,61276,1461,63,0
1020942,62276,1177,12,0
1020942,63276,782,54,0
1020942,64276,494,5,0
1020942,65276,492,0,3
1020942,66276,581,5,7
1020942,67276,808,9,0
1020942,68276,891,9,0
1020942,69276,1094,13,0
1020942,70276,1287,40,0
1020942,71276,1510,76,0
1020942,72276,1657,45,1
1020942,73276,1877,3,0
1020942,74276,2280,0,0
1020942,75276,2595,0,0
1020942,76276,2656,0,0
1020942,77276,2529,0,0
1020942,78276,2814,0,0
1020942,79276,2874,0,0
1020942,80276,2714,0,0
1020942,81276,2523,0,0
1020942,82276,2317,0,0
1020942,83276,2076,0,0
1020942,84276,2027,2,0
1020942,85276,1983,6,0
1020942,86276,1971,3,0
1020942,87276,1995,14,0
1020942,88276,1977,6,0
1020942,89276,1959,3,0
1020942,90276,2094,3,0
1020942,91276,1910,2,0
1020942,92276,1703,12,0
1020942,93276,1541,56,0
1020942,94276,1373,55,2
1020942,95276,1313,42,0
1020942,96276,1188,36,0
1020942,97276,1196,68,0
1020942,98276,1234,74,0
1020942,99276,1015,22,2
1020942,100276,954,0,2
1020942,101276,945,0,1
1020942,102276,954,16,3
1020942,103276,994,24,1
1020942,104276,938,50,5
1020942,105276,938,62,1
1020942,106276,870,30,2
1020942,107276,872,31,0
1020942,108276,847,17,1
1020942,109276,1028,39,0
1020942,110276,1424,54,0
1020942,111276,1472,20,0
1020942,112276,1714,38,0
1020942,113276,1825,1,0
1020942,114276,1844,0,1
1020942,115276,1602,17,0
1020942,116276,1584,21,0
1020942,117276,1457,22,0
1020942,118276,1229,83,3
1020942,119276,1203,26,2
1020942,120276,1334,23,0
1020942,121276,1521,66,0
1020942,122276,1408,67,0
1020942,123276,1177,97,0
1020942,124276,1005,67,0
1020942,125276,904,9,0
1020942,126276,891,20,0
1020942,127276,878,4,0
1020942,128276,824,6,0
1020942,129276,798,2,0
1020942,130276,801,0,0
1020942,131276,729,46,0
1020942,132276,699,70,6
1020942,133276,787,43,3
1020942,134276,715,43,4
1020942,135276,735,29,3
1020942,136276,747,11,0
1020942,137276,657,33,1
1020942,138276,653,11,1
1020942,139276,696,47,0
1020942,140276,677,25,0
1020942,141276,656,36,0
1020942,142276,580,0,0
1020942,143276,580,14,0
1020942,144276,555,7,0
1020942,145276,541,71,0
1020942,146276,488,6,16
1020942,147276,562,57,0
1020942,148276,613,13,0
1020942,149276,626,1,0
1020942,150276,620,47,3
1020942,151276,644,23,0
1020942,152276,662,27,0
1020942,153276,608,54,0
1020942,154276,536,5,0
1020942,155276,517,0,1
1020942,156276,516,44,0
1020942,157276,514,27,0
1020942,158276,527,15,1
1020942,159276,504,0,1
1020942,160276,486,24,2
1020942,161276,541,97,0
1020942,162276,495,3,0
1020942,163276,462,29,0
1020942,164276,467,44,0
1020942,165276,478,33,0
1020942,166276,430,1,12
1020942,167276,430,2,9
1020942,168276,430,0,4
1020942,169276,430,0,4
1020942,170276,446,2,0
1020942,171276,473,4,0
1020942,172276,561,42,0
1020942,173276,825,94,0
1020942,174276,1211,80,0
1020942,175276,1293,50,0
1020942,176276,1085,98,0
1020942,177276,787,76,0
1020942,178276,1133,46,0
1020942,179276,1048,69,0
1020942,180276,621,20,0
1020942,181276,552,12,1
1020942,182276,682,82,2
1020942,183276,607,77,3
1020942,184276,712,65,0
1020942,185276,676,93,2
1020942,186276,541,69,1
1020942,187276,488,29,0
1020942,188276,437,0,2
1020942,189276,427,0,0
1020942,190276,422,0,1
1020942,191276,441,2,0
1020942,192276,610,68,0
1020942,193276,493,35,1
1020942,194276,465,47,0
1020942,195276,522,37,1
1020942,196276,713,75,0
1020942,197276,672,49,0
1020942,198276,547,43,0
1021942,27276,2943,0,0
1021942,28276,2853,0,0
1021942,29276,2681,0,0
1021942,30276,2509,0,2
1021942,31276,2494,0,1
1021942,32276,2757,0,0
1021942,33276,2805,0,0
1021942,34276,2751,0,0
1021942,35276,3062,0,0
1021942,36276,3462,0,0
1021942,37276,3320,0,0
1021942,38276,3227,0,0
1021942,39276,3219,0,0
1021942,40276,3289,0,0
1021942,41276,2857,0,0
1021942,42276,2641,0,0
1021942,43276,2566,0,2
1021942,44276,2440,0,18
1021942,45276,2366,0,59
1021942,46276,2364,0,69
1021942,47276,2581,1,29
1021942,48276,2445,2,1
1021942,49276,2197,24,0
1021942,50276,1998,44,1
1021942,51276,1774,57,2
1021942,52276,1686,79,3
1021942,53276,1619,37,0
1021942,54276,1541,60,0
1021942,55276,1410,35,0
1021942,56276,1310,34,0
1021942,57276,1342,15,0
1021942,58276,1508,35,0
1021942,59276,1593,19,0
1021942,60276,1502,18,0
1021942,61276,1295,38,0
1021942,62276,1071,13,0
1021942,63276,924,28,0
1021942,64276,517,12,1
1021942,65276,496,3,5
1021942,66276,495,5,12
1021942,67276,695,2,1
1021942,68276,867,5,1
1021942,69276,1027,5,0
1021942,70276,1232,21,0
1021942,71276,1450,55,0
1021942,72276,1678,33,0
1021942,73276,2005,3,0
1021942,74276,2204,0,0
1021942,75276,2514,0,0
1021942,76276,2494,0,0
1021942,77276,2500,0,8
1021942,78276,2622,0,0
1021942,79276,2591,0,1
1021942,80276,2800,0,0
1021942,81276,2409,0,0
1021942,82276,2274,0,0
1021942,83276,1880,14,1
1021942,84276,1909,6,1
1021942,85276,1893,11,0
1021942,86276,1850,5,0
1021942,87276,1789,6,1
1021942,88276,1907,14,1
1021942,89276,2056,1,0
1021942,90276,1936,0,2
1021942,91276,1825,0,1
1021942,92276,1748,28,0
1021942,93276,1537,44,2
1021942,94276,1327,32,2
1021942,95276,1044,29,2
1021942,96276,1007,3,5
1021942,97276,1039,53,1
1021942,98276,988,62,3
1021942,99276,1043,44,0
1021942,100276,1180,71,0
1021942,101276,1126,13,0
1021942,102276,1139,58,0
1021942,103276,1108,79,1
1021942,104276,1179,36,0
1021942,105276,1261,26,0
1021942,106276,1275,46,0
1021942,107276,1207,72,0
1021942,108276,955,54,2
1021942,109276,896,34,1
1021942,110276,1152,39,0
1021942,111276,1323,39,0
1021942,112276,1458,57,0
1021942,113276,1912,2,2
1021942,114276,1868,1,0
1021942,115276,1492,19,2
1021942,116276,1378,9,0
1021942,117276,1295,19,4
1021942,118276,1219,40,4
1021942,119276,1291,21,6
1021942,120276,1424,50,0
1021942,121276,1505,64,0
1021942,122276,1381,41,0
1021942,123276,1179,44,0
1021942,124276,1002,90,0
1021942,125276,882,19,0
1021942,126276,863,13,0
1021942,127276,825,10,1
1021942,128276,797,34,0
1021942,129276,780,30,4
1021942,130276,804,22,3
1021942,131276,721,69,6
1021942,132276,804,16,0
1021942,133276,753,48,2
1021942,134276,735,34,1
1021942,135276,755,10,0
1021942,136276,735,12,0
1021942,137276,692,31,1
1021942,138276,659,17,0
1021942,139276,662,17,0
1021942,140276,641,27,0
1021942,141276,630,45,0
1021942,142276,623,68,0
1021942,143276,561,7,0
1021942,144276,556,0,0
1021942,145276,551,62,0
1021942,146276,504,68,12
1021942,147276,582,12,0
1021942,148276,586,7,1
1021942,149276,599,0,0
1021942,150276,637,12,0
1021942,151276,667,16,0
1021942,152276,671,21,0
1021942,153276,632,55,0
1021942,154276,537,31,0
1021942,155276,528,26,1
1021942,156276,529,16,0
1021942,157276,514,7,0
1021942,158276,524,39,0
1021942,159276,499,1,0
1021942,160276,474,16,4
1021942,161276,537,65,0
1021942,162276,525,2,0
1021942,163276,500,11,1
1021942,164276,494,48,0
1021942,165276,490,85,0
1021942,166276,448,22,1
1021942,167276,431,0,14
1021942,168276,429,0,14
1021942,169276,429,0,1
1021942,170276,432,4,0
1021942,171276,454,0,0
1021942,172276,487,0,0
1021942,173276,645,94,0
1021942,174276,1083,97,0
1021942,175276,1318,51,0
1021942,176276,1269,80,0
1021942,177276,820,49,0
1021942,178276,1119,64,0
1021942,179276,1109,72,0
1021942,180276,639,26,0
1021942,181276,562,4,0
1021942,182276,792,69,0
1021942,183276,849,95,0
1021942,184276,590,64,0
1021942,185276,568,80,2
1021942,186276,774,65,0
1021942,187276,621,69,0
1021942,188276,457,5,0
1021942,189276,437,0,0
1021942,190276,432,0,0
1021942,191276,473,29,0
1021942,192276,677,89,0
1021942,193276,528,43,1
1021942,194276,465,48,2
1021942,195276,645,79,0
1021942,196276,664,77,0
1021942,197276,548,64,0
1021942,198276,538,59,0
1022942,29276,3104,0,0
1022942,30276,2740,0,0
1022942,31276,2608,0,3
1022942,32276,2831,0,0
1022942,33276,3111,0,0
1022942,34276,2808,0,0
1022942,35276,3008,0,0
1022942,36276,3394,0,0
1022942,37276,3564,0,0
1022942,38276,3364,0,0
1022942,39276,3074,0,0
1022942,40276,3038,0,1
1022942,41276,2980,0,0
1022942,42276,2570,0,4
1022942,43276,2382,0,66
1022942,44276,2368,0,58
1022942,45276,2491,0,27
1022942,46276,2632,0,8
1022942,47276,2495,0,35
1022942,48276,2278,6,18
1022942,49276,1918,43,5
1022942,50276,1897,80,3
1022942,51276,1982,67,0
1022942,52276,1973,74,0
1022942,53276,1959,41,0
1022942,54276,1918,64,0
1022942,55276,1827,74,0
1022942,56276,1554,72,0
1022942,57276,1178,52,1
1022942,58276,1041,43,1
1022942,59276,1186,36,0
1022942,60276,1040,65,0
1022942,61276,925,58,0
1022942,62276,829,29,0
1022942,63276,734,35,1
1022942,64276,582,32,1
1022942,65276,502,0,0
1022942,66276,495,5,8
1022942,67276,584,1,0
1022942,68276,702,11,0
1022942,69276,900,20,0
1022942,70276,1071,6,0
1022942,71276,1248,29,0
1022942,72276,1429,29,0
1022942,73276,1750,36,0
1022942,74276,1972,10,0
1022942,75276,2290,0,0
1022942,76276,2210,0,0
1022942,77276,2527,0,0
1022942,78276,2485,0,0
1022942,79276,2359,0,0
1022942,80276,2591,0,0
1022942,81276,2632,0,0
1022942,82276,2122,0,12
1022942,83276,1972,7,0
1022942,84276,1744,46,2
1022942,85276,1747,32,1
1022942,86276,1929,3,0
1022942,87276,1828,6,2
1022942,88276,1647,39,3
1022942,89276,1630,50,2
1022942,90276,1887,14,0
1022942,91276,1778,11,0
1022942,92276,1642,29,1
1022942,93276,1535,19,0
1022942,94276,1180,42,1
1022942,95276,1026,28,0
1022942,96276,1272,42,1
1022942,97276,1542,91,0
1022942,98276,1601,83,0
1022942,99276,1356,91,0
1022942,100276,1429,58,2
1022942,101276,1483,26,0
1022942,102276,1420,54,1
1022942,103276,1577,43,0
1022942,104276,1595,50,1
1022942,105276,1555,36,0
1022942,106276,1494,28,0
1022942,107276,1406,19,0
1022942,108276,1224,62,0
1022942,109276,864,30,1
1022942,110276,924,24,2
1022942,111276,1078,42,0
1022942,112276,1278,63,0
1022942,113276,1734,23,0
1022942,114276,1900,4,0
1022942,115276,1881,2,1
1022942,116276,1715,9,1
1022942,117276,1655,17,0
1022942,118276,1401,23,0
1022942,119276,1291,36,9
1022942,120276,1536,83,0
